"name","address","category"
"Re:leaf Spa & Massage","8/7 Sukhumvit 28, Khlongton, Khlongtoey, Bangkok 10110","spa_and_massage"
"Let's Relax Cha-Am Ace of Hua Hin Resort","1392 Petchkasem Road, Cha-Am , Hua Hin, Phetchaburi 76120","spa_and_massage"
"Sabai Corner Spa","35/1-2 Soi Sathorn 9, South Sathorn Road, Yannawa, Sathorn, Bangkok 10120","spa_and_massage"
"Baan Sabai Spa","76 Sukhumvit 26 Alley Khlong Tan, Khlong Toei Bangkok 10110","spa_and_massage"
"Let's Relax Siam Square One","388 Siam Square One Bld., Room SS6032, 6th Fl., Phra Ram 1 Rd., Pathumwan, Bangkok 10330","spa_and_massage"
"King & I Boutique Spa (Sathorn Branch)","199/ Sathorn Soi 12, 179/1 Naradhiwat Rajanagarindra Rd, Yan Nawa, Bangkok 10120","spa_and_massage"
"Kessara Massage & Spa","BTS Saladaeng, Si Lom Rd., Suriyawong, Bang Rak, Bangkok, 10500.","spa_and_massage"
"Green Leaf Spa by Cascadeclub","Cascade Club Level6, The Ascott Bangkok Sathorn 7 South Sathorn Road, Yannawa, Sathorn Bangkok 10120","spa_and_massage"
"Let's Relax Phayathai","47/3-6 Phayathai Road, Ratchathewi, Bangkok 10400","spa_and_massage"
"Nimman Massage & Spa","5th floor, Silom Complex, 191 Si Lom, Silom, Bang Rak, Bangkok 10500","spa_and_massage"
"Preme Spa","1/2 Soi Sukhumvit 36, (BTS Thong Lo) Khlong Tan, Khlong Toei, Bangkok 10110","spa_and_massage"
"Let's Relax Ekkamai","2nd Floor, Park Lane Community Mall Ekkamai Bangkok 400 m walk from BTS Ekkamai [Exit 1]","spa_and_massage"
"Baanyah Massage and Cafe","181/22ก Soi Singhareok Pracharat2 rd. Bangsue Bangkok 10800","spa_and_massage"
"Luxsa Spa at Hansar Bankok Hotel","3/250 Soi Mahadlekluang 2, Rajdamri Rd, Lumpini, Pathumwan, Bangkok 10330","spa_and_massage"
"Slender Slimming & Skin Care","1129/5 Lat Phrao Rd, Khwaeng Khlong Chan, Khet Bang Kapi, Krung Thep Maha Nakhon 10240","spa_and_massage"
"Roy Lanna Massage & Spa","Soi Lat Krabang 20, Lat Krabang, Bangkok 10520","spa_and_massage"
